date,time,end_time,venue,title,source,status,note,url
2026-01-13,未定,,岡崎市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-13,未定,,豊田市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-14,未定,,名古屋市南区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-14,未定,,国道１号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-14,未定,,春日井市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-14,未定,,豊橋市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-15,未定,,北名古屋市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-15,未定,,名古屋市中川区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-15,未定,,名古屋市千種区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-15,未定,,国道２３号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-15,未定,,西尾市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-16,未定,,一宮市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-16,未定,,海部郡蟹江町内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-19,未定,,江南市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-19,未定,,国道257号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-19,未定,,新城市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-19,未定,,稲沢市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-19,未定,,蒲郡市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-20,未定,,あま市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-20,未定,,瀬戸市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-20,未定,,稲沢市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-21,未定,,名古屋市緑区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-21,未定,,碧南市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-21,未定,,稲沢市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-21,未定,,長久手市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-22,未定,,新東名高速道路,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-22,未定,,国道257号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-22,未定,,新城市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-22,未定,,稲沢市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-22,未定,,蒲郡市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-22,未定,,長久手市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-23,未定,,高浜市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-23,未定,,名古屋市名東区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-23,未定,,豊明市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-26,未定,,知多市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-26,未定,,国道257号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-26,未定,,新城市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-26,未定,,海部郡飛島村地内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-26,未定,,高浜市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-27,未定,,名古屋市西区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-27,未定,,名古屋市名東区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-27,未定,,稲沢市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-28,未定,,名古屋市昭和区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-28,未定,,碧南市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-28,未定,,稲沢市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-29,未定,,愛知郡東郷町内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-29,未定,,稲沢市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-29,未定,,高浜市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-30,未定,,名古屋市名東区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-30,未定,,国道23号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-30,未定,,瀬戸市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-30,未定,,稲沢市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-01-30,未定,,蒲郡市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.1.pdf
2026-02-02,未定,,瀬戸市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-02,未定,,一宮市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-02,未定,,名古屋市千種区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-02,未定,,春日井市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-02,未定,,豊橋市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-03,未定,,尾張旭市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-03,未定,,春日井市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-04,未定,,名古屋市昭和区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-04,未定,,岡崎市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-04,未定,,豊橋市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-05,未定,,名古屋市東区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-05,未定,,半田市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-05,未定,,名古屋市中川区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-06,未定,,豊川市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-06,未定,,名古屋市千種区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-06,未定,,国道１号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-06,未定,,知多郡武豊町地内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-06,未定,,豊橋市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-08,未定,,国道３０１号,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-08,未定,,新城市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-08,未定,,国道１９号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-08,未定,,岡崎市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-08,未定,,春日井市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-08,未定,,豊田市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-09,未定,,名古屋市中川区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-09,未定,,一宮市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-09,未定,,半田市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-10,未定,,名古屋市中村区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-10,未定,,名古屋市千種区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-10,未定,,春日井市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-11,未定,,愛知県内,交通事故死ゼロの日（歩行者妨害取締り）,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-12,未定,,小牧市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-12,未定,,みよし市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-12,未定,,名古屋市中川区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-13,未定,,北名古屋市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-13,未定,,名古屋市千種区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-14,未定,,愛知県内,歓楽街の飲酒運転取締り,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-14,未定,,愛知県内,県内一斉飲酒運転取締り,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-16,未定,,江南市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-16,未定,,東海市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-16,未定,,豊川市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-17,未定,,北名古屋市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-17,未定,,刈谷市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-17,未定,,大府市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-17,未定,,津島市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-17,未定,,西尾市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-17,未定,,豊川市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-18,未定,,名古屋市北区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-18,未定,,名古屋市港区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-18,未定,,大府市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-18,未定,,清須市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-18,未定,,西尾市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-18,未定,,豊川市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-18,未定,,高浜市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-19,未定,,名古屋市港区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-19,未定,,東海市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-19,未定,,清須市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-19,未定,,豊川市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-20,未定,,名古屋市天白区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-20,未定,,刈谷市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-20,未定,,北名古屋市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-20,未定,,新東名高速道路,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-20,未定,,犬山市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-20,未定,,豊川市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-21,未定,,愛知県内,交通事故死ゼロの日（携帯電話違反取締り）,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-21,未定,,豊川市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-22,未定,,豊田市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-23,未定,,豊川市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-24,未定,,名古屋市港区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-24,未定,,名古屋市南区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-24,未定,,国道２３号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-24,未定,,大府市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-24,未定,,清須市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-24,未定,,西尾市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-24,未定,,豊川市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-25,未定,,犬山市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-25,未定,,刈谷市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-25,未定,,北名古屋市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-25,未定,,大府市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-26,未定,,名古屋市緑区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-26,未定,,豊川市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
