snapshot_date,event_type,idProduct,idPerformance,eventCategory,sessionCode,idVenue,date,time,end_time,venue,event_name,event_category_name,session_name,session_info,availability_status,selling_status,is_sellable,source
2026-08-10,competition,187,187,55,VVO04,55,2026-09-17,10:00:00,21:00:00,岡崎中央総合公園総合体育館,バレーボール,バレーボール,バレーボール - VVO04,女子ファーストラウンド（4試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,14,14,14,BKB07,14,2026-09-17,13:00:00,21:15:00,愛知国際アリーナ,バスケットボール,バスケットボール,バスケットボール - BKB07,女子予選フェーズ （3試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,319,319,32,FBL11,33,2026-09-17,14:00:00,21:00:00,岐阜メモリアルセンター長良川競技場,サッカー,サッカー,サッカー - FBL11,女子1次ラウンド（2試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,472,472,23,CKT02,34,2026-09-17,14:00:00,17:00:00,愛知県口論義運動公園,クリケット（T20）,クリケット（T20）,クリケット (T20) - CKT02,女子準々決勝,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,140,140,40,MPN04,21,2026-09-17,15:00:00,16:30:00,安城市総合運動公園,近代五種,近代五種,近代五種 - MPN04,女子準決勝グループB   (フェンシング - ダイレクトエリミネーション ／ オブスタクル ／ 水泳 ／ レーザーラン),SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,317,317,32,FBL09,59,2026-09-17,16:00:00,21:30:00,小笠山総合運動公園エコパスタジアム,サッカー,サッカー,サッカー - FBL09,女子1次ラウンド（2試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,318,318,32,FBL10,36,2026-09-17,16:00:00,21:30:00,長居陸上競技場,サッカー,サッカー,サッカー - FBL10,女子1次ラウンド（2試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,115,115,36,HOC01,25,2026-09-18,09:00:00,20:30:00,岐阜県グリーンスタジアム,ホッケー,ホッケー,ホッケー - HOC01,女子予選ラウンド（4試合）／男子予選ラウンド（2試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,352,352,52,TST01,41,2026-09-18,09:00:00,18:45:00,名古屋市東山公園テニスセンター,ソフトテニス,ソフトテニス,ソフトテニス - TST01,男子団体 ／ 予選ラウンド～準々決勝   ／ 女子団体 ／ 予選ラウンド～準々決勝,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,473,473,23,CKT03,34,2026-09-18,09:00:00,12:00:00,愛知県口論義運動公園,クリケット（T20）,クリケット（T20）,クリケット (T20) - CKT03,女子準々決勝,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,141,141,40,MPN05,21,2026-09-18,10:00:00,11:30:00,安城市総合運動公園,近代五種,近代五種,近代五種 - MPN05,男子準決勝グループA   (フェンシング - ダイレクトエリミネーション ／ オブスタクル ／ 水泳 ／ レーザーラン),SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,15,15,14,BKB08,14,2026-09-18,10:00:00,21:15:00,愛知国際アリーナ,バスケットボール,バスケットボール,バスケットボール - BKB08,女子予選フェーズ （2試合） ／ 男子準決勝 （2試合）,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,188,188,55,VVO05,57,2026-09-18,10:00:00,21:20:00,小牧市スポーツ公園総合体育館,バレーボール,バレーボール,バレーボール - VVO05,女子ファーストラウンド（4試合）,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,189,189,55,VVO06,55,2026-09-18,10:00:00,21:00:00,岡崎中央総合公園総合体育館,バレーボール,バレーボール,バレーボール - VVO06,女子ファーストラウンド（4試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,474,474,23,CKT04,34,2026-09-18,14:00:00,17:00:00,愛知県口論義運動公園,クリケット（T20）,クリケット（T20）,クリケット (T20) - CKT04,女子準々決勝,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,142,142,40,MPN06,21,2026-09-18,15:00:00,16:30:00,安城市総合運動公園,近代五種,近代五種,近代五種 - MPN06,男子準決勝グループB   (フェンシング - ダイレクトエリミネーション ／ オブスタクル ／ 水泳 ／ レーザーラン),SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,322,322,32,FBL14,43,2026-09-18,15:30:00,21:00:00,名古屋市港サッカー場,サッカー,サッカー,サッカー - FBL14,男子1次ラウンド（2試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,321,321,32,FBL13,46,2026-09-18,19:30:00,21:30:00,名古屋市瑞穂公園ラグビー場,サッカー,サッカー,サッカー - FBL13,男子1次ラウンド（1試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,16,16,14,BKB09,14,2026-09-19,10:00:00,14:15:00,愛知国際アリーナ,バスケットボール,バスケットボール,バスケットボール - BKB09,女子予選フェーズ （1試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,opening_ceremony,245,245,78,OOC01,44,2026-09-19,18:00:00,20:00:00,名古屋市瑞穂公園陸上競技場,開会式 (アジア大会),開会式,開会式（アジア大会） - OOC01,セレモニー,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,357,357,54,TRI01,24,2026-09-20,08:30:00,12:20:00,蒲郡市内特設コース,トライアスロン,トライアスロン,トライアスロン - TRI01,男子個人 ／ 女子個人 / メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,116,116,36,HOC02,25,2026-09-20,09:00:00,20:30:00,岐阜県グリーンスタジアム,ホッケー,ホッケー,ホッケー - HOC02,男子予選ラウンド（4試合）／女子予選ラウンド（2試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,144,144,41,ROW01,38,2026-09-20,09:00:00,12:00:00,長良川国際レガッタコース,ローイング,ローイング,ローイング - ROW01,男子シングルスカル 予選 ／ 男子ダブルスカル 予選 ／ 男子ペア 予選 ／ 男子フォア 予選 ／ 女子フォア 予選 ／ 女子軽量級シングルスカル 予選 ／ 女子軽量級ダブルスカル 予選 ／ 男子シングルスカル 準々決勝 ／ 男子ダブルスカル 準々決勝,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,152,152,45,SHO01,15,2026-09-20,09:00:00,16:00:00,愛知県総合射撃場,射撃,射撃,射撃 - SHO01,女子10mエアライフル本選／女子10mエアライフル決勝／女子10mエアライフル表彰式 / メダル,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,353,353,52,TST02,41,2026-09-20,09:00:00,20:15:00,名古屋市東山公園テニスセンター,ソフトテニス,ソフトテニス,ソフトテニス - TST02,男子団体 ／ 準決勝～決勝   ／ 女子団体 ／ 準決勝～決勝 / メダル,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,359,359,56,VBV01,26,2026-09-20,09:00:00,16:00:00,碧南緑地ビーチコート,ビーチバレーボール,ビーチバレーボール,ビーチバレー - VBV01,男子または女子予選ラウンド（6試合）,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,374,374,59,WSU01,16,2026-09-20,09:00:00,16:30:00,愛知県武道館,武術太極拳,武術太極拳,武術太極拳 - WSU01,男子長拳 決勝 ／ 女子太極拳・太極剣 決勝 / メダル,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,383,383,44,SEW01,45,2026-09-20,09:00:00,12:00:00,名古屋市瑞穂公園体育館,セパタクロー,セパタクロー,セパタクロー - SEW01,男子チームレグ 予選,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,475,475,23,CKT05,34,2026-09-20,09:00:00,12:00:00,愛知県口論義運動公園,クリケット（T20）,クリケット（T20）,クリケット (T20) - CKT05,女子準決勝,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,295,295,11,BDM01,27,2026-09-20,09:30:00,20:30:00,一宮市総合体育館,バドミントン,バドミントン,バドミントン - BDM01,女子団体 1回戦 ／ 男子団体 1回戦,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,1,1,7,SWM01,62,2026-09-20,10:00:00,12:00:00,東京アクアティクスセンター,水泳 (競泳),水泳 (競泳),水泳（競泳） - SWM01,女子200mバタフライ 予選 ／ 男子200m個人メドレー 予選 ／ 女子1500m自由形  タイム決勝① ／ 男子100m自由形 予選 ／ 女子50ｍ平泳ぎ 予選 ／ 男子100m背泳ぎ 予選 ／ 女子4×100mフリーリレー 予選,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,143,143,40,MPN07,21,2026-09-20,10:00:00,12:30:00,安城市総合運動公園,近代五種,近代五種,近代五種 - MPN07,女子決勝、表彰式  (フェンシング - ダイレクトエリミネーション ／ オブスタクル ／ 水泳 ／ レーザーラン) / メダル,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,165,165,50,TTE01,60,2026-09-20,10:00:00,22:00:00,スカイホール豊田,卓球,卓球,卓球 - TTE01,女子団体予選リーグ ラウンド１、２ ／ 男子団体予選リーグ ラウンド1、２,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,17,17,14,BKB10,14,2026-09-20,10:00:00,21:55:00,愛知国際アリーナ,バスケットボール,バスケットボール,バスケットボール - BKB10,女子予選フェーズ （2試合） ／ 男子3位決定戦 ／ 男子決勝 / メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,190,190,55,VVO07,57,2026-09-20,10:00:00,21:20:00,小牧市スポーツ公園総合体育館,バレーボール,バレーボール,バレーボール - VVO07,女子準々決勝（4試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,191,191,55,VVO08,55,2026-09-20,10:00:00,21:00:00,岡崎中央総合公園総合体育館,バレーボール,バレーボール,バレーボール - VVO08,女子9位-16位決定戦（4試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,441,441,39,KTE01,64,2026-09-20,10:00:00,19:10:00,豊橋市総合体育館,空手,空手,空手 - KTE01,1回の購入につき合計12枚まで購入可。車いす席は1回の購入につき2枚まで。/ メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,467,467,22,MMA01,42,2026-09-20,10:00:00,13:00:00,名古屋市稲永スポーツセンター,コンバットスポーツ (総合格闘技),コンバットスポーツ (総合格闘技),コンバットスポーツ（総合格闘技） - MMA01,男子モダン60kg予選 ／ 女子モダン54kg予選 ／ 男子トラディショナル65kg予選,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,101,101,35,HBL01,51,2026-09-20,13:30:00,20:00:00,エントリオ,ハンドボール,ハンドボール,ハンドボール - HBL01,男子予選ラウンド（3試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,102,102,35,HBL02,31,2026-09-20,13:30:00,19:00:00,春日井市総合体育館,ハンドボール,ハンドボール,ハンドボール - HBL02,男子予選ラウンド（3試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,324,324,32,FBL16,67,2026-09-20,14:00:00,21:00:00,ウェーブスタジアム刈谷,サッカー,サッカー,サッカー - FBL16,男子1次ラウンド（2試合）,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,384,384,44,SEW02,45,2026-09-20,14:00:00,17:00:00,名古屋市瑞穂公園体育館,セパタクロー,セパタクロー,セパタクロー - SEW02,女子チームレグ 予選,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,476,476,23,CKT06,34,2026-09-20,14:00:00,17:00:00,愛知県口論義運動公園,クリケット（T20）,クリケット（T20）,クリケット (T20) - CKT06,女子準決勝,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,260,260,8,WPO01,40,2026-09-20,14:30:00,19:15:00,名古屋市総合体育館［レインボープール］,水泳 (水球),水泳 (水球),水泳（水球） - WPO01,女子総当たり戦（3試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,527,527,40,MPN08,21,2026-09-20,14:30:00,17:00:00,安城市総合運動公園,近代五種,近代五種,近代五種 - MPN08,男子決勝、表彰式  (フェンシング - ダイレクトエリミネーション ／ オブスタクル ／ 水泳 ／ レーザーラン) / メダル,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,323,323,32,FBL15,66,2026-09-20,16:00:00,21:30:00,豊田スタジアム,サッカー,サッカー,サッカー - FBL15,男子1次ラウンド（2試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,468,468,22,MMA02,42,2026-09-20,16:00:00,19:00:00,名古屋市稲永スポーツセンター,コンバットスポーツ (総合格闘技),コンバットスポーツ (総合格闘技),コンバットスポーツ（総合格闘技） - MMA02,女子トラディショナル60kg予選 ／ 男子モダン71kg予選 ／ 男子トラディショナル77kg予選,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,2,2,7,SWM02,62,2026-09-20,17:00:00,19:00:00,東京アクアティクスセンター,水泳 (競泳),水泳 (競泳),水泳（競泳） - SWM02,女子200mバタフライ 決勝 ／ 男子200m個人メドレー 決勝 ／ 女子1500m自由形 タイム決勝②／ 男子100m自由形 決勝 ／ 女子50ｍ平泳ぎ 決勝 ／ 男子100m背泳ぎ 決勝 ／ 女子4×100mフリーリレー 決勝 / メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,375,375,59,WSU02,16,2026-09-20,19:30:00,21:30:00,愛知県武道館,武術太極拳,武術太極拳,武術太極拳 - WSU02,男子散打 1/16決勝 ／ 女子散打 1/16決勝,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,117,117,36,HOC03,25,2026-09-21,09:00:00,20:30:00,岐阜県グリーンスタジアム,ホッケー,ホッケー,ホッケー - HOC03,女子予選ラウンド（6試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,145,145,41,ROW02,38,2026-09-21,09:00:00,12:00:00,長良川国際レガッタコース,ローイング,ローイング,ローイング - ROW02,男子クオドルプルスカル 予選 ／ 男子軽量級シングルスカル 予選 ／ 男子軽量級ダブルスカル 予選 ／ 女子シングルスカル 予選 ／ 女子ダブルスカル 予選 ／ 女子ペア 予選 ／ 女子クオドルプルスカル 予選 ／ 男子軽量級シングルスカル 準々決勝 ／ 女子シングルスカル 準々決勝,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,153,153,45,SHO02,15,2026-09-21,09:00:00,16:00:00,愛知県総合射撃場,射撃,射撃,射撃 - SHO02,男子10mエアライフル本選／男子10mエアライフル決勝／男子10mエアライフル表彰式／女子スキート本選１日目／男子スキート本選１日目 / メダル,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,208,208,56,VBV02,26,2026-09-21,09:00:00,16:00:00,碧南緑地ビーチコート,ビーチバレーボール,ビーチバレーボール,ビーチバレー - VBV02,男子または女子予選ラウンド（6試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,354,354,52,TST03,41,2026-09-21,09:00:00,19:00:00,名古屋市東山公園テニスセンター,ソフトテニス,ソフトテニス,ソフトテニス - TST03,混合ダブルス ／ 予選ラウンド～決勝ラウンド / メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,376,376,59,WSU03,16,2026-09-21,09:00:00,16:30:00,愛知県武道館,武術太極拳,武術太極拳,武術太極拳 - WSU03,女子長拳 決勝 ／ 男子太極拳・太極剣 決勝 / メダル,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,385,385,44,SEW03,45,2026-09-21,09:00:00,12:00:00,名古屋市瑞穂公園体育館,セパタクロー,セパタクロー,セパタクロー - SEW03,男子チームレグ 予選,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,296,296,11,BDM02,27,2026-09-21,09:30:00,20:30:00,一宮市総合体育館,バドミントン,バドミントン,バドミントン - BDM02,女子団体 2回戦 ／ 男子団体 2回戦,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,308,308,29,EQU01,29,2026-09-21,09:30:00,13:15:00,馬事公苑,馬術,馬術,馬術 - EQU01,総合馬術 – 馬場馬術団体＆馬場馬術個人,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,358,358,54,TRI02,24,2026-09-21,09:30:00,11:30:00,蒲郡市内特設コース,トライアスロン,トライアスロン,トライアスロン - TRI02,男女混合 リレー / メダル,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,399,399,38,KAB01,61,2026-09-21,09:30:00,14:00:00,東海市民体育館,カバディ,カバディ,カバディ - KAB01,男子予選ラウンド ／ 女子予選ラウンド （４試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,103,103,35,HBL03,51,2026-09-21,10:00:00,21:30:00,エントリオ,ハンドボール,ハンドボール,ハンドボール - HBL03,男子予選ラウンド（5試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
