snapshot_date,event_type,idProduct,idPerformance,eventCategory,sessionCode,idVenue,date,time,end_time,venue,event_name,event_category_name,session_name,session_info,availability_status,selling_status,is_sellable,source,venue_match,venue_master_name,venue_pref,venue_address,venue_comp,venue_events,selection_area,db_display_name,selection_grade,demand_point,candidate_status
2026-08-10,competition,315,315,32,FBL07,66,2026-09-16,16:00:00,21:30:00,豊田スタジアム,サッカー,サッカー,サッカー - FBL07,男子1次ラウンド（2試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,豊田スタジアム,愛知,〒471-0016 愛知県豊田市千石町７丁目２,サッカー,サッカー,豊田,豊田スタジアム,○,大規模会場のため採用,selected_master_match
2026-08-10,competition,471,471,23,CKT01,34,2026-09-17,09:00:00,12:00:00,愛知県口論義運動公園,クリケット（T20）,クリケット（T20）,クリケット (T20) - CKT01,女子準々決勝,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,愛知県口論義運動公園,愛知,〒470-0103 愛知県日進市北新町西口論義３２３−８,クリケット,クリケット,日進,愛知県口論義運動公園,○,名古屋東部から近い,selected_master_match
2026-08-10,competition,186,186,55,VVO03,57,2026-09-17,10:00:00,21:20:00,小牧市スポーツ公園総合体育館,バレーボール,バレーボール,バレーボール - VVO03,女子ファーストラウンド（4試合）,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,小牧市スポーツ公園総合体育館,愛知,〒485-0016 愛知県小牧市間々原新田７３７ パークアリーナ内,バレーボール,バレーボール,小牧,小牧市スポーツ公園総合体育館,○,北部営業圏へ波,selected_master_match
2026-08-10,competition,14,14,14,BKB07,14,2026-09-17,13:00:00,21:15:00,愛知国際アリーナ,バスケットボール,バスケットボール,バスケットボール - BKB07,女子予選フェーズ （3試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,愛知国際アリーナ,愛知,〒462-0846 愛知県名古屋市北区名城１丁目２−２,バスケットボール、柔道,バスケットボール、柔道,名古屋・東区,IGアリーナ,◎,大規模会場・最重要,selected_master_match
2026-08-10,competition,472,472,23,CKT02,34,2026-09-17,14:00:00,17:00:00,愛知県口論義運動公園,クリケット（T20）,クリケット（T20）,クリケット (T20) - CKT02,女子準々決勝,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,愛知県口論義運動公園,愛知,〒470-0103 愛知県日進市北新町西口論義３２３−８,クリケット,クリケット,日進,愛知県口論義運動公園,○,名古屋東部から近い,selected_master_match
2026-08-10,competition,352,352,52,TST01,41,2026-09-18,09:00:00,18:45:00,名古屋市東山公園テニスセンター,ソフトテニス,ソフトテニス,ソフトテニス - TST01,男子団体 ／ 予選ラウンド～準々決勝   ／ 女子団体 ／ 予選ラウンド～準々決勝,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,名古屋市東山公園テニスセンター,愛知,〒468-0071 愛知県名古屋市天白区天白町大字八事裏山６０−１９,テニス,テニス、ソフトテニス,名古屋・千種区,東山公園テニスセンター,◎,市内会場,selected_master_match
2026-08-10,competition,473,473,23,CKT03,34,2026-09-18,09:00:00,12:00:00,愛知県口論義運動公園,クリケット（T20）,クリケット（T20）,クリケット (T20) - CKT03,女子準々決勝,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,愛知県口論義運動公園,愛知,〒470-0103 愛知県日進市北新町西口論義３２３−８,クリケット,クリケット,日進,愛知県口論義運動公園,○,名古屋東部から近い,selected_master_match
2026-08-10,competition,15,15,14,BKB08,14,2026-09-18,10:00:00,21:15:00,愛知国際アリーナ,バスケットボール,バスケットボール,バスケットボール - BKB08,女子予選フェーズ （2試合） ／ 男子準決勝 （2試合）,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,愛知国際アリーナ,愛知,〒462-0846 愛知県名古屋市北区名城１丁目２−２,バスケットボール、柔道,バスケットボール、柔道,名古屋・東区,IGアリーナ,◎,大規模会場・最重要,selected_master_match
2026-08-10,competition,188,188,55,VVO05,57,2026-09-18,10:00:00,21:20:00,小牧市スポーツ公園総合体育館,バレーボール,バレーボール,バレーボール - VVO05,女子ファーストラウンド（4試合）,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,小牧市スポーツ公園総合体育館,愛知,〒485-0016 愛知県小牧市間々原新田７３７ パークアリーナ内,バレーボール,バレーボール,小牧,小牧市スポーツ公園総合体育館,○,北部営業圏へ波,selected_master_match
2026-08-10,competition,474,474,23,CKT04,34,2026-09-18,14:00:00,17:00:00,愛知県口論義運動公園,クリケット（T20）,クリケット（T20）,クリケット (T20) - CKT04,女子準々決勝,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,愛知県口論義運動公園,愛知,〒470-0103 愛知県日進市北新町西口論義３２３−８,クリケット,クリケット,日進,愛知県口論義運動公園,○,名古屋東部から近い,selected_master_match
2026-08-10,competition,322,322,32,FBL14,43,2026-09-18,15:30:00,21:00:00,名古屋市港サッカー場,サッカー,サッカー,サッカー - FBL14,男子1次ラウンド（2試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,名古屋市港サッカー場,愛知,〒455-0845 愛知県名古屋市港区野跡４丁目１１−１２,サッカー,サッカー,名古屋・港区,CSアセット港サッカー場,◎,市内会場,selected_master_match
2026-08-10,competition,321,321,32,FBL13,46,2026-09-18,19:30:00,21:30:00,名古屋市瑞穂公園ラグビー場,サッカー,サッカー,サッカー - FBL13,男子1次ラウンド（1試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,名古屋市瑞穂公園ラグビー場,愛知,〒467-0062 愛知県名古屋市瑞穂区山下通５丁目４,サッカー、ラグビー,サッカー、ラグビー７s,名古屋・瑞穂区,パロマ瑞穂ラグビー場,◎,観客集中,selected_master_match
2026-08-10,competition,16,16,14,BKB09,14,2026-09-19,10:00:00,14:15:00,愛知国際アリーナ,バスケットボール,バスケットボール,バスケットボール - BKB09,女子予選フェーズ （1試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,愛知国際アリーナ,愛知,〒462-0846 愛知県名古屋市北区名城１丁目２−２,バスケットボール、柔道,バスケットボール、柔道,名古屋・東区,IGアリーナ,◎,大規模会場・最重要,selected_master_match
2026-08-10,opening_ceremony,245,245,78,OOC01,44,2026-09-19,18:00:00,20:00:00,名古屋市瑞穂公園陸上競技場,開会式 (アジア大会),開会式,開会式（アジア大会） - OOC01,セレモニー,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,名古屋市瑞穂公園陸上競技場,愛知,〒467-0062 愛知県名古屋市瑞穂区山下通５丁目１,陸上競技,陸上競技（トラック／フィールド）,名古屋・瑞穂区,パロマ瑞穂スタジアム,◎,大規模・終了集中,selected_master_match
2026-08-10,competition,353,353,52,TST02,41,2026-09-20,09:00:00,20:15:00,名古屋市東山公園テニスセンター,ソフトテニス,ソフトテニス,ソフトテニス - TST02,男子団体 ／ 準決勝～決勝   ／ 女子団体 ／ 準決勝～決勝 / メダル,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,名古屋市東山公園テニスセンター,愛知,〒468-0071 愛知県名古屋市天白区天白町大字八事裏山６０−１９,テニス,テニス、ソフトテニス,名古屋・千種区,東山公園テニスセンター,◎,市内会場,selected_master_match
2026-08-10,competition,374,374,59,WSU01,16,2026-09-20,09:00:00,16:30:00,愛知県武道館,武術太極拳,武術太極拳,武術太極拳 - WSU01,男子長拳 決勝 ／ 女子太極拳・太極剣 決勝 / メダル,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,愛知県武道館,愛知,〒455-0078 愛知県名古屋市港区丸池町１丁目１−４,コンバットスポーツ、武術太極拳,柔術、クラッシュ、武術太極拳,名古屋・港区,愛知県武道館,◎,市内会場,selected_master_match
2026-08-10,competition,383,383,44,SEW01,45,2026-09-20,09:00:00,12:00:00,名古屋市瑞穂公園体育館,セパタクロー,セパタクロー,セパタクロー - SEW01,男子チームレグ 予選,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,名古屋市瑞穂公園体育館,愛知,〒467-0027 愛知県名古屋市瑞穂区田辺通３丁目4,セパタクロー,セパタクロー,名古屋・瑞穂区,パロマ瑞穂アリーナ,◎,市内会場,selected_master_match
2026-08-10,competition,475,475,23,CKT05,34,2026-09-20,09:00:00,12:00:00,愛知県口論義運動公園,クリケット（T20）,クリケット（T20）,クリケット (T20) - CKT05,女子準決勝,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,愛知県口論義運動公園,愛知,〒470-0103 愛知県日進市北新町西口論義３２３−８,クリケット,クリケット,日進,愛知県口論義運動公園,○,名古屋東部から近い,selected_master_match
2026-08-10,competition,295,295,11,BDM01,27,2026-09-20,09:30:00,20:30:00,一宮市総合体育館,バドミントン,バドミントン,バドミントン - BDM01,女子団体 1回戦 ／ 男子団体 1回戦,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,一宮市総合体育館,愛知,〒491-0135 愛知県一宮市光明寺白山前２０,バドミントン,バドミントン,一宮,一宮市総合体育館,○,名駅を交通拠点にする可能性,selected_master_match
2026-08-10,competition,165,165,50,TTE01,60,2026-09-20,10:00:00,22:00:00,スカイホール豊田,卓球,卓球,卓球 - TTE01,女子団体予選リーグ ラウンド１、２ ／ 男子団体予選リーグ ラウンド1、２,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,スカイホール豊田,愛知,〒471-0861 愛知県豊田市八幡町１丁目２０−２０ 豊田市総合体育館,卓球,卓球,豊田,スカイホール豊田,○,大会規模を考慮,selected_master_match
2026-08-10,competition,17,17,14,BKB10,14,2026-09-20,10:00:00,21:55:00,愛知国際アリーナ,バスケットボール,バスケットボール,バスケットボール - BKB10,女子予選フェーズ （2試合） ／ 男子3位決定戦 ／ 男子決勝 / メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,愛知国際アリーナ,愛知,〒462-0846 愛知県名古屋市北区名城１丁目２−２,バスケットボール、柔道,バスケットボール、柔道,名古屋・東区,IGアリーナ,◎,大規模会場・最重要,selected_master_match
2026-08-10,competition,190,190,55,VVO07,57,2026-09-20,10:00:00,21:20:00,小牧市スポーツ公園総合体育館,バレーボール,バレーボール,バレーボール - VVO07,女子準々決勝（4試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,小牧市スポーツ公園総合体育館,愛知,〒485-0016 愛知県小牧市間々原新田７３７ パークアリーナ内,バレーボール,バレーボール,小牧,小牧市スポーツ公園総合体育館,○,北部営業圏へ波,selected_master_match
2026-08-10,competition,102,102,35,HBL02,31,2026-09-20,13:30:00,19:00:00,春日井市総合体育館,ハンドボール,ハンドボール,ハンドボール - HBL02,男子予選ラウンド（3試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,春日井市総合体育館,愛知,〒486-0804 愛知県春日井市鷹来町４１９６番地３,ハンドボール,ハンドボール,春日井,春日井市総合体育館,○,名古屋北部へ波及,selected_master_match
2026-08-10,competition,324,324,32,FBL16,67,2026-09-20,14:00:00,21:00:00,ウェーブスタジアム刈谷,サッカー,サッカー,サッカー - FBL16,男子1次ラウンド（2試合）,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,ウェーブスタジアム刈谷,愛知,〒448-0011 愛知県刈谷市築地町荒田１,サッカー,サッカー,刈谷,ウェーブスタジアム刈谷,○,名古屋への交通需要波及,selected_master_match
2026-08-10,competition,384,384,44,SEW02,45,2026-09-20,14:00:00,17:00:00,名古屋市瑞穂公園体育館,セパタクロー,セパタクロー,セパタクロー - SEW02,女子チームレグ 予選,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,名古屋市瑞穂公園体育館,愛知,〒467-0027 愛知県名古屋市瑞穂区田辺通３丁目4,セパタクロー,セパタクロー,名古屋・瑞穂区,パロマ瑞穂アリーナ,◎,市内会場,selected_master_match
2026-08-10,competition,476,476,23,CKT06,34,2026-09-20,14:00:00,17:00:00,愛知県口論義運動公園,クリケット（T20）,クリケット（T20）,クリケット (T20) - CKT06,女子準決勝,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,愛知県口論義運動公園,愛知,〒470-0103 愛知県日進市北新町西口論義３２３−８,クリケット,クリケット,日進,愛知県口論義運動公園,○,名古屋東部から近い,selected_master_match
2026-08-10,competition,260,260,8,WPO01,40,2026-09-20,14:30:00,19:15:00,名古屋市総合体育館［レインボープール］,水泳 (水球),水泳 (水球),水泳（水球） - WPO01,女子総当たり戦（3試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,normalized,名古屋市総合体育館[レインボープール],愛知,〒457-0833 愛知県名古屋市南区東又兵ヱ町５丁目１−５,水泳,水球,名古屋・南区,NGKアリーナ,◎,笠寺駅・タクシー需要,selected_master_match
2026-08-10,competition,323,323,32,FBL15,66,2026-09-20,16:00:00,21:30:00,豊田スタジアム,サッカー,サッカー,サッカー - FBL15,男子1次ラウンド（2試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,豊田スタジアム,愛知,〒471-0016 愛知県豊田市千石町７丁目２,サッカー,サッカー,豊田,豊田スタジアム,○,大規模会場のため採用,selected_master_match
2026-08-10,competition,375,375,59,WSU02,16,2026-09-20,19:30:00,21:30:00,愛知県武道館,武術太極拳,武術太極拳,武術太極拳 - WSU02,男子散打 1/16決勝 ／ 女子散打 1/16決勝,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,愛知県武道館,愛知,〒455-0078 愛知県名古屋市港区丸池町１丁目１−４,コンバットスポーツ、武術太極拳,柔術、クラッシュ、武術太極拳,名古屋・港区,愛知県武道館,◎,市内会場,selected_master_match
2026-08-10,competition,354,354,52,TST03,41,2026-09-21,09:00:00,19:00:00,名古屋市東山公園テニスセンター,ソフトテニス,ソフトテニス,ソフトテニス - TST03,混合ダブルス ／ 予選ラウンド～決勝ラウンド / メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,名古屋市東山公園テニスセンター,愛知,〒468-0071 愛知県名古屋市天白区天白町大字八事裏山６０−１９,テニス,テニス、ソフトテニス,名古屋・千種区,東山公園テニスセンター,◎,市内会場,selected_master_match
2026-08-10,competition,376,376,59,WSU03,16,2026-09-21,09:00:00,16:30:00,愛知県武道館,武術太極拳,武術太極拳,武術太極拳 - WSU03,女子長拳 決勝 ／ 男子太極拳・太極剣 決勝 / メダル,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,愛知県武道館,愛知,〒455-0078 愛知県名古屋市港区丸池町１丁目１−４,コンバットスポーツ、武術太極拳,柔術、クラッシュ、武術太極拳,名古屋・港区,愛知県武道館,◎,市内会場,selected_master_match
2026-08-10,competition,385,385,44,SEW03,45,2026-09-21,09:00:00,12:00:00,名古屋市瑞穂公園体育館,セパタクロー,セパタクロー,セパタクロー - SEW03,男子チームレグ 予選,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,名古屋市瑞穂公園体育館,愛知,〒467-0027 愛知県名古屋市瑞穂区田辺通３丁目4,セパタクロー,セパタクロー,名古屋・瑞穂区,パロマ瑞穂アリーナ,◎,市内会場,selected_master_match
2026-08-10,competition,296,296,11,BDM02,27,2026-09-21,09:30:00,20:30:00,一宮市総合体育館,バドミントン,バドミントン,バドミントン - BDM02,女子団体 2回戦 ／ 男子団体 2回戦,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,一宮市総合体育館,愛知,〒491-0135 愛知県一宮市光明寺白山前２０,バドミントン,バドミントン,一宮,一宮市総合体育館,○,名駅を交通拠点にする可能性,selected_master_match
2026-08-10,competition,399,399,38,KAB01,61,2026-09-21,09:30:00,14:00:00,東海市民体育館,カバディ,カバディ,カバディ - KAB01,男子予選ラウンド ／ 女子予選ラウンド （４試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,東海市民体育館,愛知,〒477-0037 愛知県東海市高横須賀町桝形１−１,カバディ,カバディ,東海,東海市民体育館,○,名古屋南部と連続した営業圏,selected_master_match
2026-08-10,competition,104,104,35,HBL04,31,2026-09-21,10:00:00,19:30:00,春日井市総合体育館,ハンドボール,ハンドボール,ハンドボール - HBL04,男子予選ラウンド（1試合） ／ 女子予選ラウンド（4試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,春日井市総合体育館,愛知,〒486-0804 愛知県春日井市鷹来町４１９６番地３,ハンドボール,ハンドボール,春日井,春日井市総合体育館,○,名古屋北部へ波及,selected_master_match
2026-08-10,competition,166,166,50,TTE02,60,2026-09-21,10:00:00,16:00:00,スカイホール豊田,卓球,卓球,卓球 - TTE02,女子団体予選リーグ ラウンド3 ／ 男子団体予選リーグ ラウンド3,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,スカイホール豊田,愛知,〒471-0861 愛知県豊田市八幡町１丁目２０−２０ 豊田市総合体育館,卓球,卓球,豊田,スカイホール豊田,○,大会規模を考慮,selected_master_match
2026-08-10,competition,192,192,55,VVO09,57,2026-09-21,10:00:00,21:20:00,小牧市スポーツ公園総合体育館,バレーボール,バレーボール,バレーボール - VVO09,女子準決勝（２試合)​ ／ 女子5-8位決定戦（2試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,小牧市スポーツ公園総合体育館,愛知,〒485-0016 愛知県小牧市間々原新田７３７ パークアリーナ内,バレーボール,バレーボール,小牧,小牧市スポーツ公園総合体育館,○,北部営業圏へ波,selected_master_match
2026-08-10,competition,87,87,34,GYM01,70,2026-09-21,10:00:00,17:00:00,名古屋市総合体育館［レインボーホール］,体操（体操）,体操（体操）,体操（体操） - GYM01,男子予選 ／ 男子個人総合決勝 /表彰式 / メダル,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,normalized,名古屋市総合体育館[レインボーホール],愛知,〒457-0833 愛知県名古屋市南区東又兵ヱ町５丁目１−５,体操,体操、新体操、トランポリン,名古屋・南区,NGKホール,◎,大規模観客需要,selected_master_match
2026-08-10,competition,23,23,15,BK301,39,2026-09-21,12:00:00,15:20:00,金城ふ頭駅前特設コート,3x3 バスケットボール,3x3 バスケットボール,3×3 バスケットボール - BK301,女子予選プール（4試合） ／ 男子予選プール（4試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,金城ふ頭駅前特設コート,愛知,〒455-0848 愛知県名古屋市港区金城ふ頭３丁目２番１,バスケットボール,3x3 バスケットボール,名古屋・港区,金城ふ頭駅前特設コート,◎,金城ふ頭需要,selected_master_match
2026-08-10,competition,18,18,14,BKB11,14,2026-09-21,13:00:00,21:15:00,愛知国際アリーナ,バスケットボール,バスケットボール,バスケットボール - BKB11,女子予選フェーズ （3試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,愛知国際アリーナ,愛知,〒462-0846 愛知県名古屋市北区名城１丁目２−２,バスケットボール、柔道,バスケットボール、柔道,名古屋・東区,IGアリーナ,◎,大規模会場・最重要,selected_master_match
2026-08-10,competition,386,386,44,SEW04,45,2026-09-21,14:00:00,17:00:00,名古屋市瑞穂公園体育館,セパタクロー,セパタクロー,セパタクロー - SEW04,女子チームレグ 予選,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3,exact,名古屋市瑞穂公園体育館,愛知,〒467-0027 愛知県名古屋市瑞穂区田辺通３丁目4,セパタクロー,セパタクロー,名古屋・瑞穂区,パロマ瑞穂アリーナ,◎,市内会場,selected_master_match
